Error word & consecutive word,Corrected words & its,Annotation
இருக்காளா,"இருக்கிறாளா,இறுக்காலா,இருக்காலா,இருகாலா,இருகாழா",பேச்சு வழக்கு
இருக்கான்,இருக்கிறான்,பேச்சு வழக்கு
இருக்கிறதுனாலே,"இருக்கிறதென்றாலே,இரிக்கிறதினாலே,இருக்கிறதினாலே",பேச்சு வழக்கு
இருக்கிறவங்க பத்தி,இருக்கிறவர்கள் பத்தி,பேச்சு வழக்கு
இருக்கு,இருக்கிறது,பேச்சு வழக்கு
இருக்கு,இருக்கிறது,பேச்சு வழக்கு
இருக்குது,இருக்கிறது,பேச்சு வழக்கு
இருக்கும்ன்னு சொல்லி,இருக்குமென்று சொல்லி,பேச்சு வழக்கு
இருக்கே,இருக்கிறதே,பேச்சு வழக்கு
இருக்கே என்று,இருக்கிறதே என்று,பேச்சு வழக்கு
இருக்கேன்,இருக்கிறேன்,பேச்சு வழக்கு
இருக்கோம்,இருக்கிறோம்,பேச்சு வழக்கு
இருக்கோம்ன்னு சொல்றே,இருக்கிறோமென்று சொல்றே,பேச்சு வழக்கு
இருங்க,இருங்கள்,பேச்சு வழக்கு
இருதேன்னு,இருதேனென்று,பேச்சு வழக்கு
இருதேன்னு அப்ப,இருதேனென்று அப்ப,பேச்சு வழக்கு
இருந்தத பார்த்த,இருந்ததைப் பார்த்த,பேச்சு வழக்கு
இருந்ததால பாதுகாப்பு,இருந்ததால் பாதுகாப்பு,பேச்சு வழக்கு
இருந்தவங்க ஒழுங்கா,இருந்தவர்கள் ஒழுங்கா,பேச்சு வழக்கு
இருந்தா,இருந்தால்,பேச்சு வழக்கு
